,hostel_O,hostel_D,hostel_C,hostel_B,hostel_A,hostel_J,hostel_H,hostel_Q,hostel_K,hostel_I,hostel_M,hostel_PG,library,pool,cos_complex,synthetic_running_track,admin_block,D_block,F_block,E_block,G_block,junction_1,junction_2,junction_3,junction_4,junction_5,junction_6,reservoir_1,reservoir_2
2021-12-01 02:45:00,196.14644208284588,197.59920876724394,192.49072683086303,169.70591366106603,207.05875996313125,168.90228466177223,207.50504890719048,204.5865349824349,168.9019353996726,212.55784131704195,188.29992978376248,179.06538059520273,253.66658067948285,208.9061226717772,190.03536813792024,145.68231419037807,253.1049830069591,261.9781432989261,245.4231786357719,247.01474147952774,215.9945690188632,214.89746246588027,215.64863331363853,215.0452150387058,212.20647899975611,260.4411264070969,262.289017076481,0.0,0.0
2021-12-01 03:00:00,189.79446642252637,175.24537511560894,203.3121405338568,183.48441995398014,196.0532264872934,182.83131379321125,209.7206675438952,209.76264480678387,135.46882247909898,212.18004049168215,188.47316395972652,179.06708424717817,251.8689351209857,204.32658354611888,200.9518734936143,184.34253838853888,252.89343499603493,259.70130356860113,226.51686355616795,241.03369325782597,233.66506108259233,215.07069664192642,215.9659358968707,215.04691869068236,212.06033041932466,260.063325581444,262.0774690655287,0.0,0.0
2021-12-01 03:15:00,189.50366580484706,187.42034204324696,192.37316038916393,194.17463003130672,196.04263901461673,182.8207263205364,209.71008007121586,209.7520573341043,168.94321248659415,238.37531790566536,175.0830719069527,190.8975470170358,252.4430475012483,208.9473997587301,196.63144480447156,167.6308883619733,255.55870657372984,261.07757094043154,237.09535728660234,247.03659387232318,216.01642141164567,214.77989602414326,215.61868644942032,215.03633121800218,212.24775608671382,260.63743796175123,262.310869469281,0.0,0.0
2021-12-01 03:30:00,201.45221652580253,175.1113242569878,192.52991014818406,194.33137979033208,202.1240225974244,182.81105288802354,209.7004066386989,209.74238390158715,94.1716524716621,226.9235374768178,175.23982166591102,190.88787358452223,255.00031110737953,208.7047494172855,195.08689979657706,166.08634335493693,257.5685356268217,262.04702608258,226.797294350617,241.31412405234528,233.94549187706812,214.93664578321392,215.7402419649086,215.02665778548445,212.0051057452409,260.6288792934169,262.3578998601365,0.0,0.0
2021-12-01 03:45:00,196.0634539708773,197.51622065527772,198.30010459989103,183.22819766607194,202.11572295971416,182.8027532503157,209.6921070009875,207.4230307293462,135.37627224531795,226.69607223045256,175.1176502366767,200.4366559279164,254.77284586090443,198.74114379828612,189.99168502153103,145.6386310740255,255.47168509286567,259.8476824914725,245.3580095477145,251.60621934983095,193.77387725482362,214.81447435389205,215.60495019723425,215.0183581477724,211.96778018540553,260.4014140469349,262.2238479884092,0.0,0.0
2021-12-01 04:00:00,201.37280982818382,175.03191755941225,192.4505034505799,194.25197309272528,202.12781893220787,194.05579368957223,207.4902879887552,207.4351267018413,94.1430706060002,238.14521688892057,175.1604149683382,200.44875190040975,253.63279121732492,198.74988749239245,195.04255420037293,166.04199775875747,255.4745863934315,259.85058379203844,226.66614377953005,251.60912065039673,233.81434130596872,214.85723908558418,215.69589636869327,215.03045412026876,211.9765238795145,260.4073369449372,262.2267492889753,0.0,0.0
2021-12-01 04:15:00,201.42064599962296,175.07975373082544,192.49833962201026,194.29980926415723,196.0424229206566,182.82051022657632,209.70986397725568,204.57743506777248,135.51453215324867,238.13706335051413,175.20825113974968,200.4544129041815,252.2047929460439,204.37229322032778,196.7394959525775,167.73893951001918,257.38328527407964,260.9393509785412,226.6120439979702,241.1288736996521,193.7226787738613,214.90507525702995,215.7267375975502,215.03611512404197,212.10604009354265,260.3991834065283,262.1726495073849,0.0,0.0
2021-12-01 04:30:00,201.50067258690444,175.1597803180634,198.4707320902851,169.79355303944305,202.14393357595065,168.9036383870805,207.5064026324996,207.451241345586,168.90503477510336,212.5900836237988,198.96019565282984,190.90778456304434,252.2789782533885,208.9092220472103,188.11585072654086,143.76279678061093,255.5360467562385,261.9773358742329,226.72760414230763,251.67058101320157,193.8382389181241,214.98510184432254,215.75615713493625,215.04656876401512,212.20957837518955,260.4733687138787,262.2882096517877,0.0,0.0
2021-12-01 04:45:00,195.9304026652421,174.85610152217347,202.92286694020456,169.48987424357205,196.01037978355075,168.86114161002322,209.67782084014172,207.40874456850077,135.53108089879487,238.1121860303508,174.9845989311055,179.024237543449,252.179915625875,208.82223251114442,191.80751884665253,147.45446489762182,253.0693538826803,261.9425141746435,237.0378757695404,241.20961214443932,215.95893989460828,214.68142304822547,215.49052476788796,215.00407198692545,212.12258883911352,260.3743060863575,262.25338795219756,0.0,0.0
2021-12-01 05:00:00,196.48233919461603,197.93510587900448,198.71898982363936,194.62809358476213,202.20112645145886,194.1291012088177,211.5643935699721,209.81948775563396,94.2858061748547,227.00089025385333,188.63582689545274,190.96497743854064,255.0776638844524,208.81890312072238,199.70587379571987,183.0965386910508,257.64304501588697,262.1215354716473,237.2168970664815,247.1581336522225,216.13796119147284,215.23335957772974,216.1143504978351,215.10376163953592,212.11925944869108,260.7062320704921,262.43240924920565,0.0,0.0
2021-12-01 05:15:00,196.3643553990474,197.81712208343922,192.70864014704574,194.51010978919976,202.17655713295943,194.10453189032012,207.53902618951162,209.79491843713058,94.22850318571481,238.6865275826339,175.41855166470225,190.9404081200463,255.32007945276652,204.3282095862158,198.06041088597803,181.4510757818456,255.76438232200437,262.20567144001325,245.6507067768146,251.89891657895953,194.06657448363322,215.11537578213324,215.96551233719575,215.07919232103106,212.06195645942185,260.9486476388135,262.51654521757365,0.0,0.0
2021-12-01 05:30:00,189.64823281229533,197.6262093329997,203.16590692359182,169.73291422680884,196.0542459063769,168.90500773283057,211.50857004020506,204.5892580534949,168.86544455064998,238.53684787495678,198.89955684016735,200.4662358899028,255.17039974504885,198.94335176352132,193.30926022197346,164.30870378132101,257.66391871774096,261.2199844222054,226.89267744148722,247.17900735407318,234.04087496794747,214.92446303164317,215.72791341247262,215.04793810976622,212.16998815070153,260.79896793109134,262.4532829510607,0.0,0.0
2021-12-01 05:45:00,189.42917781641071,187.34585405481764,192.29867240072502,169.51385923100906,207.0206673861775,168.86419208484259,211.4677543921879,209.72284857785107,168.73782605463683,238.2895508374691,198.68050184426548,179.02728801826876,254.92310270749417,198.81573326743472,191.8130281108717,147.45997416183636,257.51464287613703,261.0707085805999,226.74340159996004,247.02973151249267,216.0095590518192,214.70540803568036,215.49603403210884,215.00712246174717,212.04236965457656,260.55167089352915,262.30400710944906,0.0,0.0
2021-12-01 06:00:00,189.82333264427268,197.80130916499317,192.69282722860063,183.51328617572253,207.08837049209401,194.10016513696274,207.53465943615345,207.47949814924036,94.19695704911122,212.37145558610948,199.07465667215848,190.93604136668952,252.06035021554666,208.73005399478876,198.02801996243866,181.4186848583168,252.99184560472102,259.79971417729416,245.31004123354373,241.13210386649413,215.88143161670084,215.09956286368302,215.93312141364981,215.0748255676724,212.0304103227471,260.2547406760198,262.17587967422793,0.0,0.0
2021-12-01 06:15:00,201.49591076200815,175.1550184931697,192.57360438438164,169.78879121454966,202.10880118900278,168.86850600015163,207.47127024554823,204.55275632079386,94.14848788124283,238.20486048241938,198.95543382793423,179.03160193357826,252.27259007796428,208.68158482681667,196.81476071495615,167.81420427235605,253.07137230515204,259.87924087773075,237.0398941920116,241.21163056691063,233.8429983916494,214.98034001942557,215.8020023599456,215.01143637705948,211.98194115476934,260.466980538454,262.25540637466946,0.0,0.0
2021-12-01 06:30:00,196.10743048557205,187.49889688766547,192.45171523359255,169.66690206381205,207.05092930617033,182.82177948427758,207.49721825022948,207.44205696331574,168.82851706387356,212.43259552525737,188.26091818649795,190.89860018077704,253.54133488760758,198.9064242767236,196.69287156415527,167.69231512162287,255.51733856140507,261.0362029281049,245.4036630162478,251.65187281836876,193.81953072331163,214.8584508685972,215.68011320911762,215.03738438174386,212.1330606638927,260.3158806152152,262.2695014569526,0.0,0.0
2021-12-01 06:45:00,189.95104433272627,187.86772057108408,198.71290479809315,194.6220085592164,207.1446927904882,168.98821748907483,211.5917797965088,209.84687398217025,94.34047097299776,226.84569221712937,199.20236836062213,200.54944564618955,252.35664357319226,208.8735679189824,201.10845140384654,184.49911629872005,255.54661370197866,261.06547806867985,226.73817108804275,251.68114795894132,216.0043285399031,215.22727455218222,216.12251380712618,215.1311478660739,212.17392424695745,260.5510340336885,262.2987765975288,0.0,0.0
2021-12-01 07:00:00,189.73610934106597,197.71408586177844,198.49796980640193,194.4070735675415,196.0490233011591,168.89978512761502,211.50334743498578,207.447388086118,135.5324378791446,212.53970262206698,198.9874333689449,190.90393130357756,254.79441952607667,208.82358949149602,195.18052026121867,166.17996381952656,257.5220888781037,259.9352876144739,245.44561467070204,241.26767730363952,216.0170050537803,215.01233956044518,215.83386242957388,215.0427155045467,212.12394581946526,260.4229877121078,262.3114531114161,0.0,0.0
2021-12-01 07:15:00,189.42736516696453,174.87827386016642,202.94503927820983,183.117318698468,202.09755707480738,194.02553183217404,207.46002613135175,204.54151220659776,94.11627434298605,212.55810209069935,175.00677126909767,190.86140806191074,253.66684145314045,198.72309122932592,189.88080605391113,145.52775210649878,253.01676933093702,260.96750487160233,245.3349649597575,241.15702759270556,193.75083266688952,214.70359538623353,215.49407122957612,215.00019226286162,211.9497276164399,260.4413871807545,262.2008034004472,0.0,0.0
2021-12-01 07:30:00,196.06151829401503,187.4529846961183,198.2981689230287,169.62098987227833,202.11822101763497,182.8052513082358,207.48069007418135,209.73658232179682,168.75157148064966,238.30349737425414,198.78763248558468,179.04102176220647,252.37122696982104,198.82947869345546,189.97048519586895,145.61743124838122,253.0642317457733,261.014967286443,226.6876603058324,241.2044900075332,233.8358578322731,214.81253867702935,215.58375037156486,215.02085620569375,212.05611508060142,260.5656174303184,262.2482658152898,0.0,0.0
2021-12-01 07:45:00,189.3482169195678,174.7991256127954,198.110077384848,169.43289833419755,202.0991256405479,194.02710039791444,211.4623927590435,207.406433410178,94.09453942641954,212.8065775073687,174.92762302172937,200.42005860875068,255.0612944115774,198.70135631271688,197.56948224275382,180.96014713878148,257.60807665886995,261.1641423633337,226.8368353826449,251.77981225358724,233.9850329090998,214.62444713880853,215.47458369387238,215.00176082860247,211.92799269982436,260.6898625976166,262.39744089218675,0.0,0.0
2021-12-01 08:00:00,196.1597869265455,187.55125332862767,192.5040716745615,169.71925850475887,207.06168199872874,182.83253217683196,207.50797094278798,204.5894570180323,168.88182774281915,212.33892064149538,188.31327462745895,190.90935287333224,253.4476600037777,204.4526244696542,193.29560449991726,164.2950480592724,252.9800674887999,259.7879360613722,236.94858937568145,241.12032575057515,233.75169357532806,214.91080730958305,215.71425769041252,215.04813707430367,212.18637134288505,260.2222057313805,262.1641015583052,0.0,0.0
2021-12-01 08:15:00,201.19086947214197,187.31574474866798,192.26856309457148,169.48374992486825,202.10318393749182,182.79021422809691,209.6795679787634,204.54713906928257,135.44892328422893,212.33825071646334,174.9784746124015,179.02598468206975,252.02714534587724,208.74007489646544,187.80604761185515,143.45299366618542,252.95520761633233,260.905943156992,226.57863617643858,246.8649660889124,215.84479362833662,214.6752987295171,215.4463540201321,215.0058191255473,212.04043122442494,260.2215358063479,262.13924168583435,0.0,0.0
2021-12-01 08:30:00,189.53797577335388,187.45465201175057,192.40747035767197,194.2089399998159,207.0381999754917,168.88172467414572,209.69840390427822,209.74038116716648,135.56888893782124,212.81903734483603,188.216673310584,179.04482060757385,255.07375424905396,208.86004055022283,196.64862668823037,167.64807024572255,257.60361127192755,261.1596769763913,245.52713706451223,241.34919969744186,233.98056752215928,214.81420599266235,215.6358683331829,215.02465505106363,212.16039687819637,260.70232243509355,262.3929755052442,0.0,0.0
2021-12-01 08:45:00,189.66873660687455,187.58541284525893,192.53823119119716,183.35869013834534,207.05127696532796,168.89480166397368,207.49756590938713,207.4424046224734,94.17565158457818,212.81316095621543,188.34743414408942,190.8989478399346,255.06787786042904,204.27535798497044,199.41748104427074,182.80814593969572,257.60892556627937,262.08741602203867,226.83768429005391,247.12401420262017,233.9858818165089,214.94496682622972,215.82595774633572,215.03773204090157,212.009104858166,260.6964460464684,262.3982897995962,0.0,0.0
2021-12-01 09:00:00,189.60066021403057,175.05156890717606,198.36252067934706,183.29061374551054,196.02138489547337,168.87214672194114,207.47491096734007,209.73080321495516,135.4226593843895,226.92942972227638,198.85198424189883,190.87629289789447,255.0062033528409,198.78753093741295,199.33444714602467,182.72511204147673,257.57418300303175,259.98738173940137,226.80294172682417,241.31977142855385,233.95113925327584,214.8768904333614,215.74292384807518,215.01507709885175,212.01416732454635,260.63477153887845,262.36354723634685,0.0,0.0
2021-12-01 09:15:00,196.19259408648418,175.11829294329866,192.53687883449734,194.3383484766456,196.03249713314412,194.0515289058309,207.48602320501314,209.74191545262892,135.51604091419165,212.5255020435673,198.9187082780483,179.0463548930354,254.7802189475664,208.80719252652054,197.8886495734094,181.27931446933295,253.11339208472984,261.9865523766978,237.08191397157927,251.6797975156656,216.00297809662828,214.94361446952945,215.7937510245924,215.0261893365262,212.10754885448787,260.4087871335971,262.2974261542529,0.0,0.0
2021-12-01 09:30:00,201.85835071910074,198.04452627781416,203.5842238684647,170.1512311714227,207.16400092754498,194.17579557240114,209.8242048563377,209.86618211922837,135.57476421305302,238.13470146328672,199.31787378497617,191.0116718021179,252.2024310588159,198.93963576625777,197.19432875677006,168.19377231395904,253.09019696567023,261.0409325063423,245.4083925944844,251.65660239660576,215.97978297758425,215.3427799765684,216.18157040184377,215.15045600313317,212.16627215343686,260.39682151930015,262.2742310351902,0.0,0.0
2021-12-01 09:45:00,196.30225867621087,187.6937250782624,203.29472295121457,183.4670023713443,202.19269812879253,194.12067288615202,207.5551671853463,207.50000589843356,168.9635586885231,238.43267634645804,188.45574637709038,200.5136310969924,255.06622821652186,208.9677459606745,188.184027941474,143.8309739954868,253.1495918816095,259.95746045419384,237.11811376845023,247.05935035417485,193.88365521741872,215.05327905928203,215.82433434989542,215.09533331686774,212.2681022886606,260.6947964025612,262.3336259511374,0.0,0.0
2021-12-01 10:00:00,201.52209629110826,187.64697156753076,203.2479694404677,183.42024886061463,207.05872234773,168.90224704637103,211.50580935374356,207.44985000487563,94.15208649906532,226.6107852281215,188.40899286635985,190.9063932223344,252.12173658408207,198.7589033854752,190.1644720673012,145.8114181196506,257.37939381560597,260.9354595200674,226.6081525394985,241.12498224117942,215.87430999138957,215.0065255485293,215.777737243064,215.04517742330458,211.98553977259996,260.31612704456006,262.16875804891095,0.0,0.0
2021-12-01 10:15:00,201.44209521810527,187.56697049455278,192.51978884048862,183.34024778763995,202.1522611073541,182.83929139794523,211.51552822585887,207.4595688769904,168.86043209692076,212.3354001131507,175.2297003582196,190.91611209444602,253.4441394754305,208.86461936899386,188.05727335775617,143.70421941187544,257.37264286646615,261.851133322219,236.9464949171479,246.88773150284413,193.7120363662602,214.92652447551524,215.6975797661292,215.05489629542038,212.1649756969679,260.2186852030331,262.16200709977085,0.0,0.0
2021-12-01 10:30:00,196.11517655711003,197.567943241509,192.4594613051299,183.27992025229148,202.10730743857894,168.8670122497286,207.46977649512425,207.41461520821,94.04896209261585,238.10660694235014,175.16937282288464,190.87115842568025,252.17433653787302,198.65577897882403,196.73407505924078,167.73351861668547,255.51417567871292,259.8901730773208,245.4005001335561,241.22256276649784,233.85393059123493,214.86619694013706,215.7213167042123,215.0099426266353,211.88241536591778,260.3687269983551,262.2663385742602,0.0,0.0
2021-12-01 10:45:00,195.98024635219178,197.43301303659462,192.32453110022328,183.14499004740776,202.10766145313727,168.86736626428674,207.4701305096826,207.41496922276838,168.79182332297856,238.3463666402448,175.03444261803122,200.42859442133977,254.97991851028522,204.36262004975268,191.81962886323322,147.46657491419234,257.5716773458748,262.0501678016331,237.14552939649232,247.0867659822215,233.94863359611992,214.73126673518692,215.50263478447238,215.01029664119372,212.0963669229656,260.60848669632196,262.36104157918976,0.0,0.0
2021-12-01 11:00:00,196.27648191520777,197.7292485996021,203.2689461902086,194.42223630536475,196.09320068174793,182.87128798765897,209.76064173835985,204.6282128288728,168.95202145506317,238.5563307314324,188.42996961609342,200.505190665277,255.18988260152972,204.52281818194578,192.11586442622635,147.76281047693664,255.7154671884539,260.0914645870669,245.60179164327056,251.85000144541078,216.17318202625788,215.02750229827285,215.79887034755706,215.08689288515023,212.25656505519055,260.8184507875728,262.46763008401894,0.0,0.0
2021-12-01 11:15:00,201.55183810462987,187.6767133810431,192.62953172699306,194.4310013691444,196.06181622690136,194.08084799958928,207.5153422987766,204.59682837402067,135.58085506778522,238.13394631575298,188.43873467987146,200.47380621042788,252.20167591128202,208.87200668020327,197.98130246591603,181.3719673618094,255.52077211617407,261.96206123416744,245.40709657101635,241.22915920395755,233.86052702869355,215.03626736205504,215.88640391711778,215.0555084302932,212.17236300817817,260.3960663717662,262.2729350117219,0.0,0.0
2021-12-01 11:30:00,196.10189357078266,197.554660255182,192.44617831880362,169.66136514902541,196.00719756473148,168.8579593912053,207.46072363659513,204.54220971184114,94.04191577624502,212.51427841313895,188.25538127170987,190.86210556715395,253.62301777554833,198.6487326624394,187.96361583042344,143.61056188462138,252.97531707166095,259.7831856442329,226.59874563175848,246.88507554423938,215.86490308365177,214.8529139538065,215.60392223876062,215.0008897681051,211.87536904953103,260.3975635031601,262.1593511411656,0.0,0.0
2021-12-01 11:45:00,201.8510501905967,187.9759254669164,203.57692333996056,183.74920275998667,207.21050018666844,194.22229483151685,209.87070411546344,207.60162784381794,169.01898342919375,238.39287966562856,188.73794676573792,200.61525304236176,255.0264315356816,209.02317070138724,198.28051455186304,181.67117944765883,257.49717405633163,259.91037279270205,226.72593278016362,241.242762481874,193.8365675559811,215.33547944806332,216.18561600312523,215.19695526226263,212.3235270293798,260.6549997217197,262.2865382896427,0.0,0.0
2021-12-01 12:00:00,196.2019735539865,175.12767241079678,192.54625830199888,183.3667172491457,202.16535016917612,194.09332492653763,211.52861728768315,209.78371147334548,168.91914239962082,212.48216190034722,175.25616981971936,179.08815091372745,252.17105652986166,208.9233296717385,199.4105506496838,182.80121554511103,257.4906636140853,261.96915406984147,237.064515664729,247.00575225044474,193.83005711374236,214.95299393703402,215.8190273517476,215.06798535724528,212.22368599971938,260.36544699034346,262.28002784739607,0.0,0.0
2021-12-01 12:15:00,196.126558108936,187.51802451102526,192.47084285695482,169.6860296871662,196.01839650798297,182.79648381390678,211.47272064180083,209.72781482746393,94.04775297009961,212.42422427884395,198.8526723005029,200.4303864915059,252.1131189083179,198.6545698563054,195.02783250534395,166.02727606373668,255.4925231322163,261.9338122502079,237.0291738451078,251.6270573891809,233.83227804474666,214.87757849196566,215.68117467366056,215.01208871136032,211.88120624339882,260.3075093687952,262.2446860277617,0.0,0.0
2021-12-01 12:30:00,201.4595489157866,197.64572447455035,198.4296084191703,169.75242936835014,202.1054001479206,168.8651049590713,207.4678692044657,204.54935527971148,94.08900458090014,212.59188924042982,175.24715405589083,190.8692511350223,252.28078387002083,198.69582146718662,197.90478786121326,181.29545275713156,255.56049503257745,261.0793593992794,245.44681948741461,247.03838233117068,193.86268719443558,214.94397817319899,215.80988931239955,215.00803533597656,211.92245785429242,260.47517433051115,262.3126579281289,0.0,0.0
2021-12-01 12:45:00,196.0682671384581,187.45973354055994,198.30491776747195,169.62773871671797,196.0166047888051,182.7946920947292,211.47092892262248,209.72602310828557,135.4437946871753,237.97559336077126,188.2217548393933,179.0304625487014,252.04332295626486,204.3015557541629,193.18536555817937,164.18480911759576,252.92886570172104,260.87960124237827,236.897387588615,246.83862417430305,193.66292903776835,214.819287521474,215.60401874864314,215.01029699218188,212.0353026273637,260.23771341673677,262.11289977121953,0.0,0.0
2021-12-01 13:00:00,196.35454705416686,197.80731373855897,192.69883180216607,183.5192907492869,196.05821242920635,182.83629973512336,207.51173850108086,209.76763074869817,94.1967185503255,226.94544677304958,199.08066124572417,179.07207018908957,255.02222040362184,208.72981549600254,198.05060254109713,181.4412674369679,255.62740236131802,260.0033997599288,237.1640530741709,251.76193661827796,216.08511719918482,215.1055674372504,215.9557039923129,215.051904632597,212.03017182396084,260.65078858965984,262.37956525687525,0.0,0.0
2021-12-01 13:15:00,201.5373094864914,175.19641721763048,192.61500310885728,183.4354620559924,207.0498895604048,182.82073973851246,209.7100934891919,204.57766457970874,135.46144319763593,238.03500429863382,188.4242060617379,179.05651019248089,252.1027338941407,198.82631475070562,199.49425296194204,182.88491785734197,252.9915761486615,259.79944472123464,245.3097717774842,246.9013346212388,215.88116216064145,215.0217387439146,215.90272966402043,215.03634463597822,212.05295113785064,260.2971243546172,262.17561021816834,0.0,0.0
2021-12-01 13:30:00,201.69433263578534,187.819207912154,198.66439213915154,169.9872130882067,196.08590941887945,168.93667124531956,211.54023355271667,207.4842742038468,168.80815647307807,238.32288855651538,188.58122921097913,179.09976717875398,254.95644042654945,198.8860636859164,199.65127611123003,183.04194100657875,253.15044070929824,259.9583092818826,245.4686363381072,251.7168461402344,193.8845040451065,215.17876189323027,216.05975281333576,215.07960162227934,212.1127000730794,260.5850086125855,262.33447477882623,0.0,0.0
2021-12-01 13:45:00,196.30721196317316,197.7599786475666,203.29967623817743,194.45296635332852,207.07772363411337,168.92124833274235,207.52401257817277,204.60549865341653,168.79452315366825,212.71889999796306,188.46069966405153,190.9253945087121,252.40779462764274,198.87243036649875,192.1843281445548,147.8312741952076,257.6464183126288,262.12490876838916,245.5699441052063,251.8181539073434,216.14133448821212,215.05823234624552,215.86733406590665,215.0641787096904,212.09906675365764,260.6021850881429,262.43578254594763,0.0,0.0
2021-12-01 14:00:00,196.30793969837882,187.69940610042912,198.54459032739814,183.4726833935108,202.1684780763789,194.0964528337402,211.53174519488653,204.61243320817377,135.53378839382793,226.93668716307295,188.461427399257,200.4894110445795,255.01346079364103,208.82494000618118,195.22714078221284,166.2265843404948,257.57341445872095,262.05190491447934,226.8021731825137,241.31900288424322,233.95037070896535,215.05896008145132,215.88048295057985,215.07111326444874,212.1252963341506,260.6420289796788,262.362778692036,0.0,0.0
